,Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,Latitude,Longitude,Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage,Followers,No of posts on Insta,Facebook Time Spent(Last Week),Instagram Time Spent(Last Week),WhatsApp Time Spent(Last Week),WhatsApp Time Spent(Last Weekend),Instagram Time Spent(Last Weekend),Facebook Time Spent(Last Weekend)
181,48,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,293,20,0,661,390,738,175,1,103,20,538,200,0,190
183,62,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,722,0,0,0,322,625,0,0,533,0,492,133,0,189
184,32,Lucknow,Working professional,Yes,Male,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,0,0,0,0,0,0,987,256,0,0,0,0,271,187
185,22,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,609,0,0,0,0,0,496,38,427,0,0,971,215,182
186,24,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,480,0,0,0,0,0,0,107,300,840,0,480,600,180
187,27,Bengaluru,Working professional,Yes,Female,Post graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,630,0,0,0,0,0,774,110,450,900,700,500,480,180
188,24,Lucknow,Working professional,No,Female,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,0,0,0,0,890,0,401,113,0,0,0,350,360,180
189,24,Hyderabad,Student,No,Male,Post graduation,Hyd,Android,Telangana,Southern,17.384052,78.456355,600,0,0,0,600,0,234,14,420,0,840,180,240,180
190,28,Pune,Working professional,No,Female,Post graduation,PNQ,iOs,Maharashtra,Western,18.513271,73.849852,600,740,0,0,775,0,432,16,420,510,840,365,230,180
191,26,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,430,550,0,0,780,900,190,55,250,350,500,400,200,180
192,28,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,600,700,0,0,410,180,760,47,420,500,150,30,200,180
193,35,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,580,330,0,0,600,840,134,152,400,150,600,240,180,180
194,24,Delhi,Sabbatical,Yes,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,780,960,0,0,0,0,800,70,600,840,420,0,120,180
195,25,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,480,325,0,950,355,500,250,6,300,250,400,100,75,180
196,30,DehraDun,Working professional,No,Male,Post graduation,DED,Android,Uttarakhand,Northern,30.324427,78.033922,810,150,0,0,410,830,120,0,630,120,630,200,30,180
197,25,Nagpur,Working professional,No,Female,Post graduation,NAG,Android,MAHARASHTRA,Western,21.1458004,79.0881546,480,0,710,470,240,230,0,0,300,0,170,60,0,180
198,23,Chandigarh,Student,No,Female,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,413,484,0,0,750,0,484,29,234,369,915,456,115,179
199,20,Mumbai,Student,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,742,717,0,0,495,618,997,65,564,542,476,142,175,178
200,29,Kolkata,Working professional,Yes,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,0,0,0,384,852,0,0,658,270,176
201,19,Delhi,Student,No,Male,High School,DEL,Android,Delhi,Northern,28.651952,77.231495,400,236,0,655,441,460,160,70,225,140,290,170,96,175
202,72,Ahmedabad,Working professional,No,Female,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,361,324,999,433,566,314,40,6,187,124,122,192,200,174
203,21,Ahmedabad,Student,No,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,608,612,0,0,519,558,444,108,435,428,396,162,184,173
204,25,Kolkata,Student,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,719,0,0,0,251,560,450,78,546,0,482,78,0,173
205,27,Delhi,Working professional,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,420,0,0,0,535,965,206,43,250,950,820,145,220,170
206,25,Baroda,Working professional,No,Male,Post graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,449,356,0,0,533,999,349,260,279,259,733,266,97,170
207,50,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,530,0,0,760,430,660,0,0,360,0,400,260,0,170
208,25,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,410,0,0,720,390,700,140,12,240,0,480,220,0,170
209,35,Chennai,Working professional,No,Male,Graduation,MAA,iOs,Tamil Nadu,Southern,13.084622,80.248357,656,0,0,0,877,0,244,65,488,856,723,353,356,168
210,20,Mumbai,Student,No,Male,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,699,700,0,0,454,620,475,35,532,546,487,133,154,167
211,22,Kolkata,Student,No,Female,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,727,625,0,0,426,576,323,48,562,487,453,123,138,165
212,47,Kolkata,Working professional,No,Male,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,711,0,0,0,244,555,0,0,546,0,476,79,0,165
213,24,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,640,0,0,0,940,0,225,6,480,0,840,240,540,160
214,30,Jaipur,Working professional,No,Male,Post graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,285,997,0,0,0,0,512,98,125,699,0,877,298,160
215,17,Mumbai,Student,No,Female,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,583,745,0,0,430,0,467,55,423,635,960,160,110,160
216,28,Hyderabad,Working professional,No,Male,Post graduation,HYD,iOs,Telangana,Southern,17.384052,78.456355,280,0,0,0,280,0,0,0,120,0,0,120,0,160
217,24,Delhi,Working professional,No,Female,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,397,0,0,0,697,0,213,52,239,765,840,293,246,158
218,24,Kolkata,Working professional,Yes,Male,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,374,455,0,741,476,388,0,52,216,312,213,175,143,158
220,34,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,887,0,0,958,235,306,0,0,731,0,227,79,0,156
221,24,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,914,442,0,0,445,936,129,22,759,368,720,216,74,155
222,22,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,386,603,0,0,791,0,654,109,232,398,765,432,205,154
223,23,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,226,298,750,362,388,226,270,42,72,185,105,121,113,154
224,22,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,400,0,0,0,0,0,557,143,247,879,0,622,352,153
225,26,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,250,0,0,600,0,286,300,9,100,400,100,186,870,150
226,29,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,400,0,0,0,0,0,800,91,250,800,0,760,420,150
227,24,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,495,975,0,0,0,0,187,26,345,585,790,475,390,150
228,24,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,570,0,0,0,750,670,0,38,420,800,420,250,350,150
229,27,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,450,0,0,0,510,360,295,45,300,700,300,60,300,150
230,21,Delhi,Student,Yes,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,250,460,0,600,730,620,165,32,100,200,300,320,260,150
231,20,Ahmedabad,Student,Yes,Female,Graduation,AMD,iOs,Gujarat,Western,23.025793,72.587265,300,550,0,950,600,700,0,212,150,300,500,200,250,150
232,19,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,350,840,0,0,510,420,0,154,200,600,300,120,240,150
233,34,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,585,766,0,0,567,536,246,371,435,551,334,202,215,150
234,26,Kolkata,Working professional,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,350,500,0,900,600,650,330,9,200,300,400,250,200,150
235,32,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,450,450,0,850,550,500,350,10,300,250,300,200,200,150
236,26,Mumbai,Working professional,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,340,440,0,750,480,450,400,7,190,260,300,150,180,150
237,22,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,650,650,0,0,750,0,0,55,500,500,0,450,150,150
238,29,Vishakhapatnam,Sabbatical,No,Female,Post graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,330,360,0,0,565,0,0,909,180,240,0,295,120,150
239,22,Mumbai,Student,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,368,412,0,767,341,328,441,23,218,309,240,88,103,150
240,25,Mumbai,Sabbatical,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,489,389,0,0,509,695,472,131,339,293,432,263,96,150
241,23,Baroda,Working professional,No,Male,Graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,413,544,0,0,479,834,519,35,263,480,569,265,64,150
242,40,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,350,150,0,800,450,750,150,1,200,100,500,250,50,150
243,13,Kolkata,Student,No,Male,High School,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,250,125,525,280,245,150,65,2,100,80,100,50,45,150
244,52,Chandigarh,Working professional,No,Male,Graduation,IXC,iOs,Chandigarh,Northern,30.736292,76.788398,490,0,0,0,470,0,0,0,340,0,680,320,0,150
245,51,Ranchi,Working professional,No,Female,Post graduation,IXR,Android,Jharkhand,Eastern,23.347768,85.338564,450,0,750,450,300,300,0,0,300,0,150,150,0,150
246,47,Ahmedabad,Working professional,No,Male,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,510,0,0,780,240,510,288,52,360,0,420,90,0,150
247,38,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,526,124,0,0,375,851,158,27,378,90,658,193,34,148
248,23,Kolkata,Working professional,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,467,606,0,0,696,0,763,129,321,488,629,432,118,146
249,43,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,452,2,709,520,189,255,51,0,307,1,212,43,1,145
250,24,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,432,0,836,589,247,404,204,31,287,0,302,102,0,145
251,22,Delhi,Student,No,Male,Graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,544,0,0,0,599,0,278,6,400,854,925,165,290,144
252,24,Mumbai,Student,No,Female,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,741,0,0,0,830,0,373,89,598,0,0,324,363,143
254,25,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,377,0,0,856,268,747,0,0,235,0,621,126,0,142
255,47,Udaipur,Sabbatical,No,Female,Post graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,564,202,0,0,779,0,127,37,423,147,0,583,55,141
256,21,Ahmedabad,Working professional,Yes,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,488,0,0,0,0,0,898,116,349,0,0,876,255,139
257,21,Ahmedabad,Sabbatical,No,Female,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,519,0,0,0,954,0,0,126,382,0,0,600,217,137
258,24,Baroda,Student,No,Female,Post graduation,BDQ,Android,Gujarat,Western,22.3072,73.1812,401,350,0,0,543,0,294,60,264,268,800,324,82,137
259,47,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,215,72,0,0,569,0,36,4,78,25,998,385,47,137
260,29,Kochi,Working professional,No,Female,Graduation,COK,Android,Kerala,Southern,9.947743,76.253802,508,777,0,0,0,0,745,46,376,599,367,870,178,132
261,23,Delhi,Student,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,432,267,0,939,350,590,798,91,300,189,450,140,78,132
262,23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,430,810,0,0,850,0,236,8,300,550,0,460,260,130
263,53,Delhi,Sabbatical,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,530,402,0,0,332,600,124,27,400,300,500,100,102,130
265,23,Jaipur,Working professional,No,Male,Graduation,JAI,iOs,Rajasthan,Northern,26.913312,75.787872,675,696,0,0,0,0,572,44,546,504,0,0,192,129
266,25,Kolkata,Sabbatical,No,Female,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,295,0,0,0,0,797,248,60,167,487,363,434,657,128
267,43,Delhi,Sabbatical,No,Female,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,606,1,670,544,126,63,68,1,480,1,63,0,0,126
268,23,Chandigarh,Sabbatical,No,Male,Graduation,IXC,Android,Chandigarh,Northern,30.736292,76.788398,355,550,0,0,565,720,224,3,230,340,490,230,210,125
269,30,Bengaluru,Working professional,No,Male,Post graduation,BLR,Android,Karnataka,Southern,12.977063,77.587106,170,376,0,893,357,704,713,236,45,210,638,66,166,125
270,32,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,360,155,0,857,439,781,138,22,235,100,522,259,55,125
271,20,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,576,0,0,0,0,0,761,56,452,0,0,743,652,124
272,23,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,467,419,0,0,517,745,0,368,343,248,523,222,171,124
273,22,Kochi,Sabbatical,No,Female,Graduation,COK,Android,Kerala,Southern,9.947743,76.253802,674,0,0,0,0,0,769,67,551,0,0,679,326,123
274,27,Lucknow,Working professional,No,Male,Post graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,694,0,0,0,579,0,402,29,571,879,0,203,253,123
275,24,Kolkata,Working professional,No,Male,Graduation,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,435,576,0,0,646,0,544,140,312,449,885,396,127,123
276,48,Mumbai,Working professional,No,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,258,62,460,244,216,140,109,4,135,23,86,54,39,123
277,28,Mumbai,Sabbatical,Yes,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,447,0,0,0,0,0,425,85,325,887,0,745,887,122
278,22,Kolkata,Sabbatical,Yes,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,354,0,0,0,665,0,547,373,232,777,0,110,433,122
279,16,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,772,0,0,0,0,0,762,96,650,0,0,745,347,122
280,24,Mumbai,Working professional,Yes,Female,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,386,688,0,0,618,0,0,609,264,478,744,286,210,122
281,24,Chennai,Student,No,Female,Post graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,538,662,0,0,644,0,739,230,417,422,854,283,240,121
282,28,Vishakhapatnam,Working professional,Yes,Female,Post graduation,VTZ,iOs,Andhra Pradesh,Southern,17.704052,83.297663,440,0,0,0,0,0,0,989,320,0,0,295,0,120
283,29,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,0,0,0,0,0,0,400,1,0,0,0,0,0,120
284,23,Mumbai,Sabbatical,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,420,0,0,0,0,0,844,73,300,0,900,627,840,120
285,16,Kolkata,Student,No,Female,High School,CCU,Android,West Bengal,Eastern,22.562627,88.363044,165,0,0,0,0,0,0,108,45,720,0,0,780,120
286,34,Pune,Sabbatical,No,Male,Post graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,240,900,0,0,0,0,524,34,120,300,600,0,600,120
287,31,Chennai,Working professional,No,Female,Post graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,420,0,0,0,0,0,766,382,300,0,0,840,600,120
288,23,Lucknow,Sabbatical,No,Female,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,0,0,0,0,0,0,235,120,0,0,0,560,585,120
289,24,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,540,0,0,0,940,0,0,456,420,0,0,345,475,120
290,23,Lucknow,Working professional,No,Female,Graduation,LKO,iOs,Uttar Pradesh,Northern,26.839281,80.923133,680,0,0,0,0,0,302,43,560,0,0,480,465,120
291,24,Jaipur,Working professional,No,Female,Graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,270,880,0,0,980,0,595,85,150,500,0,480,380,120
292,24,Jaipur,Working professional,No,Male,Graduation,JAI,Android,Rajasthan,Northern,26.913312,75.787872,420,0,0,0,0,0,562,185,300,900,0,840,360,120
293,26,Bengaluru,Working professional,No,Male,Graduation,BLR,iOs,Karnataka,Southern,12.977063,77.587106,315,930,0,0,840,0,0,490,195,570,0,360,360,120
294,25,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,540,800,0,0,760,840,160,110,420,480,520,320,320,120
295,28,Delhi,Working professional,Yes,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,335,840,0,0,755,0,210,10,215,530,780,325,310,120
296,21,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,140,340,0,180,0,720,45,2,20,40,120,600,300,120
298,24,Udaipur,Working professional,No,Female,Post graduation,UDR,Android,Rajasthan,Northern,24.57951,73.690508,540,0,0,0,840,0,350,14,420,0,0,480,240,120
299,19,Ahmedabad,Student,No,Female,Post graduation,AMD,Android,Gujarat,Western,23.025793,72.587265,240,0,0,0,660,0,358,12,120,0,0,300,240,120
300,19,Kolkata,Student,Yes,Female,High School,CCU,iOs,West Bengal,Eastern,22.562627,88.363044,820,0,0,0,600,0,390,20,700,0,0,240,240,120
301,30,Delhi,Working professional,Yes,Male,Post graduation,DEL,iOs,Delhi,Northern,28.651952,77.231495,270,600,0,900,480,510,211,160,150,360,390,120,240,120
302,18,Mumbai,Student,No,Male,High School,BOM,Android,Maharashtra,Western,18.987807,72.836447,420,700,0,0,480,560,451,45,300,500,400,160,200,120
303,24,Mumbai,Sabbatical,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,420,550,0,0,470,550,567,37,300,350,400,150,200,120
304,24,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,210,300,950,410,540,440,191,11,90,120,200,240,180,120
306,26,Pune,Student,Yes,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,470,600,0,0,420,360,750,79,350,420,240,120,180,120
307,24,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,520,720,0,0,650,0,370,23,400,550,790,360,170,120
308,22,Mumbai,Student,No,Female,Graduation,BOM,iOs,Maharashtra,Western,18.987807,72.836447,556,670,0,0,395,640,632,29,436,538,497,143,132,120
309,24,Vishakhapatnam,Student,Yes,Female,Graduation,VTZ,Android,Andhra Pradesh,Southern,17.704052,83.297663,540,210,0,930,540,720,40,7,420,90,420,300,120,120
310,49,Delhi,Working professional,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,480,720,0,0,360,0,535,80,360,600,0,120,120,120
311,25,Pune,Working professional,No,Female,Graduation,PNQ,Android,Maharashtra,Western,18.513271,73.849852,300,420,0,780,360,420,800,277,180,300,300,120,120,120
312,25,Surat,Working professional,No,Male,Graduation,STV,iOs,Gujarat,Western,21.195944,72.830232,150,240,570,210,360,180,200,17,30,120,60,120,120,120
313,22,Chennai,Working professional,Yes,Female,Graduation,MAA,Android,Tamil Nadu,Southern,13.084622,80.248357,120,840,0,0,360,840,450,38,0,720,720,120,120,120
314,29,Kolkata,Working professional,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,420,360,0,0,360,600,800,5,300,300,420,180,60,120
315,29,Kolkata,Sabbatical,No,Male,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,360,180,0,720,360,540,641,0,240,120,360,180,60,120
316,27,Mumbai,Working professional,No,Male,Post graduation,BOM,Android,Maharashtra,Western,18.987807,72.836447,420,90,930,660,270,420,230,37,300,60,300,120,30,120
318,49,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,0,0,0,0,420,800,0,0,0,0,500,300,0,120
319,56,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,420,0,0,0,390,0,0,0,300,0,750,270,0,120
320,27,Kolkata,Sabbatical,No,Female,Post graduation,CCU,Android,West Bengal,Eastern,22.562627,88.363044,240,0,720,420,300,480,10,5,120,0,300,180,0,120
321,21,Hyderabad,Student,No,Female,Graduation,Hyd,iOs,Telangana,Southern,17.384052,78.456355,540,0,940,720,220,400,0,0,420,0,300,100,0,120
322,53,Delhi,Sabbatical,No,Female,Post graduation,DEL,Android,Delhi,Northern,28.651952,77.231495,170,0,355,200,155,185,0,0,50,0,150,35,0,120
323,19,Kolkata,Student,No,Male,High School,CCU,Android,West Bengal,Eastern,22.562627,88.363044,593,204,0,866,215,284,78,12,476,156,234,50,48,117
324,21,Lucknow,Sabbatical,No,Female,Graduation,LKO,Android,Uttar Pradesh,Northern,26.839281,80.923133,604,0,0,0,0,0,509,84,488,0,0,372,560,116
